Date,Team,Acquired,Relinquished,Notes,salaries
4/14/2014,Bucks,,Ekpe Udoh,right knee injury (DNP),#REF!
4/14/2014,Bucks,,O.J. Mayo,sprained right ankle (DNP),#REF!
4/14/2014,Celtics,,Jared Sullinger,sprained left ankle (DNP),#REF!
4/14/2014,Celtics,,Jerryd Bayless,hyperextended right knee (DNP),#REF!
4/14/2014,Celtics,,Kris Humphries,strained patella tendon in right knee (DNP),#REF!
4/14/2014,Celtics,,Vitor Faverani,knee injury (DNP),#REF!
4/14/2014,Heat,,Chris Bosh,placed on IL,#REF!
4/14/2014,Heat,,LeBron James,placed on IL,#REF!
4/14/2014,Heat,Greg Oden,,activated from IL,#REF!
4/14/2014,Heat,Justin Hamilton ,,activated from IL,#REF!
4/14/2014,Jazz,,Marvin Williams,knee injury (DNP),#REF!
4/14/2014,Lakers,,Chris Kaman,sore/strained right calf (DNP),#REF!
4/14/2014,Lakers,,Kent Bazemore,torn tendon in right foot (DNP),#REF!
4/14/2014,Lakers,,Pau Gasol,vertigo (DNP),#REF!
4/14/2014,Lakers,,Steve Nash,back injury / nerve root irritation (DNP),#REF!
4/14/2014,Magic,,Jameer Nelson,strained left groin (DNP),#REF!
4/14/2014,Magic,,Nikola Vucevic,sore left Achilles (DNP),#REF!
4/14/2014,Pelicans,,Anthony Davis,back spasms (DNP),#REF!
4/14/2014,Pelicans,,Brian Roberts,sprained left ankle (DNP),#REF!
4/14/2014,Pelicans,,Eric Gordon,left knee tendinitis (DNP),#REF!
4/14/2014,Pelicans,,Jason Smith,right knee injury (DNP),#REF!
4/14/2014,Raptors,,DeMar DeRozan,DNP,#REF!
4/14/2014,Raptors,,Dwight Buycks,placed on IL,#REF!
4/14/2014,Raptors,,Landry Fields,respiratory ailment (DNP),#REF!
4/14/2014,Raptors,Julyan Stone,,activated from IL,#REF!
4/14/2014,Rockets,Francisco Garcia,,activated from IL,#REF!
4/14/2014,Spurs,,Danny Green,placed on IL,#REF!
4/14/2014,Spurs,,Kawhi Leonard,placed on IL,#REF!
4/14/2014,Spurs,,Patty Mills,rest (DNP),#REF!
4/14/2014,Spurs,Manu Ginobili,,activated from IL,#REF!
4/14/2014,Spurs,Tim Duncan,,activated from IL,#REF!
4/14/2014,Thunder,,Russell Westbrook,placed on IL for rest,#REF!
4/14/2014,Thunder,Andre Roberson,,activated from IL,#REF!
4/14/2014,Timberwolves,,Chase Budinger,sprained right ankle (DNP),#REF!
4/14/2014,Timberwolves,,Nikola Pekovic,sore right ankle (DNP),#REF!
4/14/2014,Timberwolves,,Ronny Turiaf,right knee injury (DNP),#REF!
4/14/2014,Warriors,,Andre Iguodala,placed on IL,#REF!
4/14/2014,Warriors,,Andrew Bogut,placed on IL with fractured right rib,#REF!
4/14/2014,Wizards,,Chris Singleton,placed on IL (out for season),#REF!
4/14/2014,Wizards,Nene Hilario ,,activated from IL,#REF!
4/14/2014,Rockets,,Isaiah Canaan,placed on IL,#REF!
4/14/2014,Rockets,,Robert Covington,placed on IL,#REF!
4/14/2014,Warriors,Ognen Kuzmic,,activated from IL,#REF!
4/14/2014,Warriors,Nemanja Nedovic,,activated from IL,#REF!
4/15/2014,Clippers,,Danny Granger,strained left hamstring (DNP),#REF!
4/15/2014,Knicks,,Carmelo Anthony,torn labrum in right shoulder (DNP),#REF!
4/15/2014,Nets,,Alan Anderson,sore abdominal muscle (DNP),#REF!
4/15/2014,Nets,,Shaun Livingston,sprained right big toe (DNP),#REF!
4/15/2014,Nuggets,,Danilo Gallinari,torn ACL in left knee (out for season),#REF!
4/15/2014,Nuggets,,J.J. Hickson,recovering from surgery on right knee to repair torn ACL (DNP),#REF!
4/15/2014,Nuggets,,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),#REF!
4/15/2014,Nuggets,,Ty Lawson,sprained left ankle (DNP),#REF!
4/16/2014,Blazers,,LaMarcus Aldridge,placed on IL (out for season),#REF!
4/16/2014,Blazers,,Mo Williams,placed on IL,#REF!
4/16/2014,Blazers,Allen Crabbe,,activated from IL,#REF!
4/16/2014,Blazers,Joel Freeland,,activated from IL,#REF!
4/16/2014,Blazers,Victor Claver,,activated from IL,#REF!
4/16/2014,Bucks,,Ekpe Udoh,right knee injury (DNP),#REF!
4/16/2014,Bucks,,O.J. Mayo,sprained right ankle (DNP),#REF!
4/16/2014,Cavaliers,,Anderson Varejao,DNP,#REF!
4/16/2014,Cavaliers,,Luol Deng,placed on IL with back injury (out for season),#REF!
4/16/2014,Cavaliers,Carrick Felix,,activated from IL,#REF!
4/16/2014,Celtics,,Jared Sullinger,sprained left ankle (DNP),#REF!
4/16/2014,Celtics,,Jerryd Bayless,hyperextended right knee (DNP),#REF!
4/16/2014,Celtics,,Kris Humphries,strained patella tendon in right knee (DNP),#REF!
4/16/2014,Celtics,,Vitor Faverani,knee injury (DNP),#REF!
4/16/2014,Clippers,,Chris Paul,rest (DNP),#REF!
4/16/2014,Clippers,,Danny Granger,strained left hamstring (DNP),#REF!
4/16/2014,Clippers,,J.J. Redick,rest (DNP),#REF!
4/16/2014,Hawks,,Paul Millsap,DNP,#REF!
4/16/2014,Heat,,Mario Chalmers,DNP,#REF!
4/16/2014,Jazz,,Enes Kanter,placed on IL,#REF!
4/16/2014,Jazz,,Enes Kanter,knee injury (DNP),#REF!
4/16/2014,Jazz,,Marvin Williams,knee injury (DNP),#REF!
4/16/2014,Jazz,Erik Murphy,,activated from IL,#REF!
4/16/2014,Knicks,,Carmelo Anthony,torn labrum in right shoulder (DNP),#REF!
4/16/2014,Knicks,,Raymond Felton,ankle injury (DNP),#REF!
4/16/2014,Lakers,,Chris Kaman,sore/strained right calf (DNP),#REF!
4/16/2014,Lakers,,Kent Bazemore,torn tendon in right foot (DNP),#REF!
4/16/2014,Lakers,,Kent Bazemore,surgery on right foot to repair torn tendon,#REF!
4/16/2014,Lakers,,Pau Gasol,vertigo (DNP),#REF!
4/16/2014,Lakers,,Steve Nash,back injury / nerve root irritation (DNP),#REF!
4/16/2014,Magic,,Jameer Nelson,strained left groin (DNP),#REF!
4/16/2014,Magic,,Nikola Vucevic,sore left Achilles (DNP),#REF!
4/16/2014,Mavericks,,Gal Mekel,knee injury (DNP),#REF!
4/16/2014,Nets,,Alan Anderson,sore abdominal muscle (DNP),#REF!
4/16/2014,Nets,,Deron Williams,right knee tendinitis (DNP),#REF!
4/16/2014,Nets,,Joe Johnson,right calf injury (DNP),#REF!
4/16/2014,Nets,,Kevin Garnett,rest (DNP),#REF!
4/16/2014,Nets,,Paul Pierce,rest (DNP),#REF!
4/16/2014,Nets,,Shaun Livingston,sprained right big toe (DNP),#REF!
4/16/2014,Nuggets,,J.J. Hickson,recovering from surgery on right knee to repair torn ACL (DNP),#REF!
4/16/2014,Nuggets,,Nate Robinson,recovering from surgery on left knee to repair torn ACL (DNP),#REF!
4/16/2014,Nuggets,,Ty Lawson,sprained left ankle (DNP),#REF!
4/16/2014,Pacers,,C.J. Watson,placed on IL (out for season),#REF!
4/16/2014,Pacers,Solomon Hill,,activated from IL,#REF!
4/16/2014,Pelicans,,Anthony Davis,back spasms (DNP),#REF!
4/16/2014,Pelicans,,Eric Gordon,left knee tendinitis (DNP),#REF!
4/16/2014,Pelicans,,Jason Smith,right knee injury (DNP),#REF!
4/16/2014,Pistons,,Josh Smith,patellar tendinitis in left knee (DNP),#REF!
4/16/2014,Raptors,,Julyan Stone,placed on IL,#REF!
4/16/2014,Raptors,,Landry Fields,respiratory ailment (DNP),#REF!
4/16/2014,Raptors,DeMar DeRozan,,returned to lineup,#REF!
4/16/2014,Raptors,Dwight Buycks,,activated from IL,#REF!
4/16/2014,Rockets,,Chandler Parsons,rest (DNP),#REF!
4/16/2014,Rockets,,Francisco Garcia,placed on IL (out for season),#REF!
4/16/2014,Rockets,,James Harden,placed on IL (out for season),#REF!
4/16/2014,Rockets,,Jeremy Lin,rest (DNP),#REF!
4/16/2014,Rockets,Isaiah Canaan,,activated from IL,#REF!
4/16/2014,Rockets,Robert Covington,,activated from IL,#REF!
4/16/2014,Spurs,,Marco Belinelli,placed on IL (out for season),#REF!
4/16/2014,Spurs,,Tim Duncan,placed on IL,#REF!
4/16/2014,Spurs,Danny Green,,activated from IL,#REF!
4/16/2014,Spurs,Kawhi Leonard,,activated from IL,#REF!
4/16/2014,Suns,,Goran Dragic,ankle injury (DNP),#REF!
4/16/2014,Thunder,,Andre Roberson,placed on IL,#REF!
4/16/2014,Thunder,Russell Westbrook,,activated from IL,#REF!
4/16/2014,Timberwolves,,Chase Budinger,sprained right ankle (DNP),#REF!
4/16/2014,Timberwolves,,Jose Barea ,back spasms (DNP),#REF!
4/16/2014,Timberwolves,,Nikola Pekovic,sore right ankle (DNP),#REF!
4/16/2014,Warriors,,Andrew Bogut,fractured right rib (DNP),#REF!
4/16/2014,Warriors,,David Lee,rest (DNP),#REF!
4/16/2014,Warriors,,Jermaine O'Neal,placed on IL (out for season),#REF!
4/16/2014,Warriors,,Nemanja Nedovic,calf injury (DNP),#REF!
4/16/2014,Warriors,,Stephen Curry,rest (DNP),#REF!
4/16/2014,Warriors,Andre Iguodala,,activated from IL,#REF!
4/16/2014,Knicks,,Lamar Odom,placed on IL,#REF!
4/16/2014,Warriors,,Andre Iguodala,rest (DNP),#REF!
4/19/2014,Cavaliers,,Will Bynum,placed on IL,#REF!
4/19/2014,Clippers,,Reggie Bullock,placed on IL,#REF!
4/19/2014,Grizzlies,,Jamaal Franklin,placed on IL,#REF!
4/19/2014,Grizzlies,,Quincy Pondexter,placed on IL (out for season),#REF!
4/19/2014,Hawks,,Jeff Teague,placed on IL (out for season),#REF!
4/19/2014,Hawks,Al Horford,,activated from IL,#REF!
4/19/2014,Hawks,Gustavo Ayon,,activated from IL,#REF!
4/19/2014,Hawks,John Jenkins,,activated from IL,#REF!
4/19/2014,Nets,,Brook Lopez,placed on IL (out for season),#REF!
4/19/2014,Pacers,,Solomon Hill,placed on IL,#REF!
4/19/2014,Raptors,,Dwight Buycks,placed on IL (out for season),#REF!
4/19/2014,Raptors,,Julyan Stone,placed on IL,#REF!
4/19/2014,Raptors,,Landry Fields,respiratory ailment (DNP),#REF!
4/19/2014,Thunder,,Andre Roberson,placed on IL,#REF!
4/19/2014,Thunder,,Grant Jerrett,placed on IL,#REF!
4/19/2014,Warriors,,Andrew Bogut,placed on IL with fractured right rib,#REF!
4/19/2014,Warriors,,Andrew Bogut,fractured right rib (DNP),#REF!
4/19/2014,Warriors,,Festus Ezeli,placed on IL,#REF!
4/19/2014,Warriors,,Nemanja Nedovic,placed on IL with calf injury,#REF!
4/20/2014,Blazers,,Allen Crabbe,placed on IL (out for season),#REF!
4/20/2014,Blazers,,Victor Claver,placed on IL,#REF!
4/20/2014,Bulls,,Greg Smith ,placed on IL,#REF!
4/20/2014,Heat,,Justin Hamilton ,placed on IL (out for season),#REF!
4/20/2014,Heat,,Michael Beasley,sprained right ankle (DNP),#REF!
4/20/2014,Heat,,Michael Beasley,placed on IL with sprained right ankle,#REF!
4/20/2014,Mavericks,,Gal Mekel,placed on IL,#REF!
4/20/2014,Mavericks,,Gal Mekel,knee injury (DNP),#REF!
4/20/2014,Mavericks,,Ricky Ledo,placed on IL (out for season),#REF!
4/20/2014,Rockets,,Isaiah Canaan,placed on IL,#REF!
4/20/2014,Rockets,,Robert Covington,placed on IL,#REF!
4/20/2014,Spurs,,Aron Baynes,placed on IL,#REF!
4/20/2014,Spurs,,Damion James,placed on IL (out for season),#REF!
4/20/2014,Wizards,,Glen Rice Jr.,placed on IL (out for season),#REF!
4/21/2014,Warriors,,Andrew Bogut,fractured right rib (DNP),#REF!
4/23/2014,Mavericks,,Gal Mekel,knee injury (DNP),#REF!
4/24/2014,Warriors,,Andrew Bogut,fractured right rib (DNP),#REF!
4/26/2014,Mavericks,,Gal Mekel,knee injury (DNP),#REF!
4/26/2014,Spurs,,Austin Daye,placed on IL (out for season),#REF!
4/26/2014,Spurs,Aron Baynes,,activated from IL,#REF!
4/27/2014,Raptors,,Landry Fields,back spasms (DNP),#REF!
4/27/2014,Raptors,,Landry Fields,placed on IL,#REF!
4/27/2014,Raptors,Julyan Stone,,activated from IL,#REF!
4/27/2014,Warriors,,Andrew Bogut,fractured right rib (DNP),#REF!
4/28/2014,Bobcats,,Al Jefferson,strained plantar fascia in left foot (DNP),#REF!
4/28/2014,Mavericks,,Gal Mekel,knee injury (DNP),#REF!
4/29/2014,Warriors,,Andrew Bogut,fractured right rib (DNP),#REF!
4/29/2014,Warriors,Nemanja Nedovic,,activated from IL,#REF!
4/30/2014,Bobcats,,Josh McRoberts,surgery on left big toe to remove bone spurs (out indefinitely),#REF!
4/30/2014,Mavericks,,Gal Mekel,knee injury (DNP),#REF!
4/30/2014,Raptors,,Julyan Stone,placed on IL (out for season),#REF!
4/30/2014,Raptors,Landry Fields,,activated from IL,#REF!
5/1/2014,Clippers,,Hedo Turkoglu,placed on IL with back injury (out for season),#REF!
5/1/2014,Clippers,Reggie Bullock,,activated from IL,#REF!
5/1/2014,Warriors,,Andrew Bogut,fractured right rib (DNP),#REF!
5/2/2014,Bulls,,Joakim Noah,arthroscopic surgery on left knee (out indefinitely),#REF!
5/2/2014,Mavericks,,Gal Mekel,knee injury (DNP),#REF!
5/3/2014,Grizzlies,,Nick Calathes,placed on IL during suspension,#REF!
5/3/2014,Grizzlies,Jamaal Franklin,,activated from IL,#REF!
5/3/2014,Warriors,,Andrew Bogut,fractured right rib (DNP),#REF!
5/4/2014,Mavericks,,Gal Mekel,knee injury (DNP),#REF!
5/6/2014,76ers,,Michael Carter-Williams,surgery on right shoulder to repair torn labrum (out indefinitely),#REF!
5/6/2014,Heat,,Greg Oden,placed on IL,#REF!
5/6/2014,Heat,Michael Beasley,,activated from IL,#REF!
5/10/2014,Blazers,,Mo Williams,placed on IL with strained groin,#REF!
5/10/2014,Blazers,Victor Claver,,activated from IL,#REF!
5/12/2014,Blazers,,Mo Williams,strained groin (DNP),#REF!
5/13/2014,Cavaliers,,Anthony Bennett,surgery for removal of tonsils and adnoids (out indefinitely),#REF!
5/14/2014,Blazers,,Mo Williams,strained groin (DNP),#REF!
5/15/2014,Pelicans,,Tyreke Evans,arthroscopic surgery on right knee to remove scar tissue (out indefinitely),#REF!
5/16/2014,Thunder,,Serge Ibaka,left calf injury (out indefinitely),#REF!
5/18/2014,Pacers,,Evan Turner,strep throat (DTD),#REF!
5/18/2014,Pacers,,Evan Turner,placed on IL with flu,#REF!
5/18/2014,Pacers,Solomon Hill,,activated from IL,#REF!
5/19/2014,Thunder,,Serge Ibaka,placed on IL with left calf injury,#REF!
5/19/2014,Thunder,Andre Roberson,,activated from IL,#REF!
5/20/2014,Pacers,,Solomon Hill,placed on IL,#REF!
5/20/2014,Pacers,Evan Turner,,activated from IL,#REF!
5/24/2014,Bobcats,,Gerald Henderson Jr.,arthroscopic surgery on right wrist to remove scar tissue (out indefinitely),#REF!
5/24/2014,Heat,,Michael Beasley,placed on IL,#REF!
5/24/2014,Heat,Greg Oden,,activated from IL,#REF!
5/25/2014,Thunder,,Andre Roberson,placed on IL,#REF!
5/25/2014,Thunder,Serge Ibaka,,activated from IL,#REF!
5/26/2014,Heat,,Chris Andersen,placed on IL with bruised thigh,#REF!
5/26/2014,Heat,Michael Beasley,,activated from IL,#REF!
5/27/2014,Nets,,Deron Williams,surgery on left ankle to remove bone spurs and right ankle to remove loose bone fragment (out indefinitely),#REF!
5/30/2014,Heat,,Michael Beasley,placed on IL,#REF!
5/30/2014,Heat,Chris Andersen,,activated from IL,#REF!
6/15/2014,Heat,,Greg Oden,placed on IL (out for season),#REF!
6/15/2014,Heat,Michael Beasley,,activated from IL,#REF!
6/28/2014,Wizards,,Martell Webster,microdisectomy surgery on lower back to repair herniated disc (out indefinitely),#REF!
7/1/2014,Spurs,,Patty Mills,right shoulder injury (surgery) (out indefinitely),#REF!
7/2/2014,Spurs,,Manu Ginobili,stress fracture in right leg (out indefinitely),#REF!
7/5/2014,76ers,,Pierre Jackson,right Achilles tendon injury (out indefinitely),#REF!
7/14/2014,Thunder,,Perry Jones III,arthroscopic surgery on right knee (out indefinitely),#REF!
7/22/2014,Blazers,,Thomas Robinson,surgery on right thumb to repair torn ligament (out indefinitely),#REF!
8/1/2014,Pacers,,Paul George,surgery on right leg to repair fractured tibia and fibula (out indefinitely),#REF!
8/11/2014,Nets,,Markel Brown,fractured right hand (out indefinitely),#REF!
8/15/2014,Suns,,Isaiah Thomas,arthroscopic surgery on left wrist (out indefinitely),#REF!
8/15/2014,Warriors,,Shaun Livingston,arthroscopic surgery on right big toe (out indefinitely),#REF!
9/2/2014,Hornets,,Noah Vonleh,surgery to repair sports hernia (out indefinitely),#REF!
9/26/2014,Celtics,,Rajon Rondo,surgery on fractured left finger (out indefinitely),#REF!
9/27/2014,Pelicans,,Tyreke Evans,strained right hamstring (out indefinitely),#REF!
9/29/2014,Heat,,Justin Hamilton ,surgery to repair atrial flutter (out indefinitely),#REF!
10/6/2014,Lakers,,Nick Young,surgery on right thumb to repair torn ligament (out indefinitely),#REF!
10/7/2014,Suns,,Alex Len,fractured right pinky finger (out indefinitely),#REF!
10/9/2014,Thunder,,Mitch McGary,fractured left foot (out indefinitely),#REF!
10/11/2014,Wizards,,Bradley Beal,surgery on left wrist to repair fracture (out indefinitely) (date approximate),#REF!
10/13/2014,Bucks,,Johnny O'Bryant III,sprained MCL in right knee (out indefinitely),#REF!
10/13/2014,Thunder,,Kevin Durant,fractured right toe (out indefinitely),#REF!
10/14/2014,Pistons,,Jodie Meeks,stress fracture in lower back (out indefinitely),#REF!
10/16/2014,Thunder,,Kevin Durant,surgery on right toe to repair fracture (out indefinitely),#REF!
10/17/2014,Bucks,,Larry Sanders ,surgery (out indefinitely),#REF!
10/23/2014,Lakers,,Steve Nash,back injury (out for season),#REF!
10/23/2014,Suns,,T.J. Warren,fractured left thumb (out indefinitely),#REF!
10/25/2014,Magic,,Victor Oladipo,surgery to repair facial fracture (out indefinitely),#REF!
10/27/2014,Pacers,,C.J. Watson,bruised right foot (DTD),#REF!
10/28/2014,Lakers,,Julius Randle,fractured tibia in right leg (out for season),#REF!
10/28/2014,Lakers,,Nick Young,placed on IL recovering from surgery on right thumb to repair torn ligament,#REF!
10/28/2014,Lakers,,Ryan Kelly,sore right hamstring (DTD),#REF!
10/28/2014,Lakers,,Steve Nash,placed on IL with back injury (out for season),#REF!
10/28/2014,Lakers,,Wayne Ellington,concussion (DTD),#REF!
10/28/2014,Magic,,Channing Frye,placed on IL with sprained MCL in left knee,#REF!
10/28/2014,Magic,,Victor Oladipo,placed on IL recovering from surgery to repair facial fracture,#REF!
10/28/2014,Mavericks,,Raymond Felton,placed on IL with sprained right ankle,#REF!
10/28/2014,Mavericks,,Ricky Ledo,placed on IL,#REF!
10/28/2014,Pelicans,,Patric Young,placed on IL,#REF!
10/28/2014,Pelicans,,Russ Smith,placed on IL with sprained left thumb,#REF!
10/28/2014,Rockets,,Clint Capela,placed on IL with strained groin,#REF!
10/28/2014,Rockets,,Nick Johnson,placed on IL with strained lower back,#REF!
10/28/2014,Spurs,,Kawhi Leonard,placed on IL with infection in right eye,#REF!
10/28/2014,Spurs,,Tiago Splitter,placed on IL with strained right calf,#REF!
10/28/2014,Spurs,,Patty Mills,placed on IL recovering from surgery on right shoulder to repair torn rotator cuff,#REF!
10/29/2014,76ers,,Jason Richardson,placed on IL with foot injury / left knee injury (P),#REF!
10/29/2014,76ers,,Jerami Grant,placed on IL with sprained right ankle,#REF!
10/29/2014,76ers,,Joel Embiid,placed on IL with right foot injury (out for season),#REF!
10/29/2014,76ers,,Luc Mbah a Moute,back injury (DTD),#REF!
10/29/2014,76ers,,Michael Carter-Williams,recovering from surgery on right shoulder to repair torn labrum (DNP),#REF!
10/29/2014,Blazers,,Meyers Leonard,placed on IL with upper respiratory illness,#REF!
10/29/2014,Blazers,,Victor Claver,placed on IL,#REF!
10/29/2014,Bucks,,Damien Inglis,placed on IL with surgery on right ankle/foot,#REF!
10/29/2014,Bucks,,Johnny O'Bryant III,placed on IL with sprained MCL in right knee,#REF!
10/29/2014,Bulls,,Jimmy Butler,placed on IL with sprained left thumb,#REF!
10/29/2014,Celtics,,Dwight Powell,placed on IL,#REF!
10/29/2014,Celtics,,Vitor Faverani,placed on IL recovering from surgery on left knee,#REF!
10/29/2014,Hawks,,Adreian Payne,placed on IL with plantar fasciaitis,#REF!
10/29/2014,Hawks,,John Jenkins,placed on IL,#REF!
10/29/2014,Heat,,Andre Dawkins,placed on IL,#REF!
10/29/2014,Heat,,Danny Granger,hamstring injury (DTD),#REF!
10/29/2014,Heat,,Josh McRoberts,placed on IL with toe injury,#REF!
10/29/2014,Hornets,,Jeff Taylor ,placed on IL,#REF!
10/29/2014,Hornets,,Noah Vonleh,placed on IL recovering from surgery to repait hernia / back injury,#REF!
10/29/2014,Jazz,,Jordan Hamilton,placed on IL,#REF!
10/29/2014,Jazz,,Toure Murry,placed on IL,#REF!
10/29/2014,Kings,,Eric Moreland,placed on IL,#REF!
10/29/2014,Knicks,,Andrea Bargnani,placed on IL with strained right hamstring,#REF!
10/29/2014,Knicks,,Jose Calderon,placed on IL with strained right calf,#REF!
10/29/2014,Lakers,,Julius Randle,surgery on right leg to repair fractured tibia (out for season),#REF!
10/29/2014,Lakers,Wayne Ellington,,returned to lineup,#REF!
10/29/2014,Nets,,Brook Lopez,placed on IL with sprained right ankle/foot,#REF!
10/29/2014,Nets,,Markel Brown,placed on IL,#REF!
10/29/2014,Nuggets,,Erick Green,placed on IL,#REF!
10/29/2014,Nuggets,,Gary Harris,placed on IL,#REF!
10/29/2014,Pacers,,David West,sprained right ankle (DTD),#REF!
10/29/2014,Pacers,,George Hill,placed on IL with bruised left knee,#REF!
10/29/2014,Pacers,,Paul George,placed on IL recovering from surgery on right leg to repair fractured tibia and fibula,#REF!
10/29/2014,Pistons,,Cartier Martin,placed on IL with strained right foot,#REF!
10/29/2014,Pistons,,Jodie Meeks,placed on IL with stress fracture in lower back,#REF!
10/29/2014,Raptors,,Bruno Caboclo,placed on IL,#REF!
10/29/2014,Raptors,,Greg Stiemsma,placed on IL with sprained right ankle,#REF!
10/29/2014,Suns,,T.J. Warren,placed on IL with fractured left thumb,#REF!
10/29/2014,Suns,,Zoran Dragic,placed on IL,#REF!
10/29/2014,Thunder,,Anthony Morrow,sprained MCL in left knee (DTD),#REF!
10/29/2014,Thunder,,Grant Jerrett,placed on IL recovering from surgery on left ankle,#REF!
10/29/2014,Thunder,,Jeremy Lamb,sprained lower back (DTD),#REF!
10/29/2014,Thunder,,Kevin Durant,placed on IL recovering from surgery on right toe,#REF!
10/29/2014,Thunder,,Mitch McGary,placed on IL with fractured left foot,#REF!
10/29/2014,Thunder,,Reggie Jackson ,sprained right ankle (DTD),#REF!
10/29/2014,Timberwolves,,Glenn Robinson III,ankle injury (DTD),#REF!
10/29/2014,Timberwolves,,Kevin Martin,placed on IL with ankle injury,#REF!
10/29/2014,Timberwolves,,Ronny Turiaf,placed on IL with sore right hip,#REF!
10/29/2014,Warriors,,Brandon Rush,placed on IL with stress reaction in back,#REF!
10/29/2014,Warriors,,David Lee,placed on IL with strained left hamstring,#REF!
10/29/2014,Warriors,Shaun Livingston,,returned to lineup,#REF!
10/29/2014,Wizards,,Bradley Beal,placed on IL with fractured left wrist,#REF!
10/29/2014,Wizards,,Glen Rice Jr.,sprained right ankle (DNP),#REF!
10/29/2014,Wizards,,Martell Webster,placed on IL recovering from microdisectomy surgery on lower back to repair herniated disc,#REF!
10/30/2014,Cavaliers,,A.J. Price,placed on IL,#REF!
10/30/2014,Clippers,,C.J. Wilcox,placed on IL,#REF!
10/30/2014,Clippers,,Glen Davis,placed on IL with strained right groin,#REF!
